filename,homogeneity_d1_a0,homogeneity_d1_a45,homogeneity_d1_a90,homogeneity_d1_a135,homogeneity_d2_a0,homogeneity_d2_a45,homogeneity_d2_a90,homogeneity_d2_a135,energy_d1_a0,energy_d1_a45,energy_d1_a90,energy_d1_a135,energy_d2_a0,energy_d2_a45,energy_d2_a90,energy_d2_a135,correlation_d1_a0,correlation_d1_a45,correlation_d1_a90,correlation_d1_a135,correlation_d2_a0,correlation_d2_a45,correlation_d2_a90,correlation_d2_a135,entropy_d1_a0,entropy_d1_a45,entropy_d1_a90,entropy_d1_a135,entropy_d2_a0,entropy_d2_a45,entropy_d2_a90,entropy_d2_a135,name
Ritter (36).jpg,0.885612747,0.869527192,0.91220002,0.864778683,0.826913426,0.869527192,0.867937467,0.864778683,0.396605527,0.387818063,0.408601238,0.38388912,0.366448918,0.387818063,0.382544151,0.38388912,0.913211769,0.897356911,0.944631929,0.895781268,0.828790618,0.897356911,0.901259069,0.895781268,2.438727069,2.503144722,2.306751985,2.520161684,2.672436019,2.503144722,2.4908054,2.520161684,Ritter
Ritter (37).jpg,0.910331417,0.893575188,0.932770191,0.895493208,0.853064932,0.893575188,0.89003599,0.895493208,0.419557349,0.409643162,0.435191904,0.412466481,0.384539728,0.409643162,0.409882671,0.412466481,0.924587152,0.908569715,0.954982853,0.913662205,0.84679891,0.908569715,0.915448089,0.913662205,2.239494946,2.311406071,2.103232075,2.29488899,2.492244012,2.311406071,2.296134332,2.29488899,Ritter
Ritter (38).jpg,0.898844311,0.883688076,0.926957286,0.886197734,0.835903501,0.883688076,0.884460347,0.886197734,0.356549327,0.348156978,0.37197027,0.348118732,0.322323471,0.348156978,0.347117553,0.348118732,0.94638005,0.934074174,0.971161844,0.942379709,0.886559622,0.934074174,0.944085819,0.942379709,2.536640979,2.603893649,2.380407153,2.586840273,2.805028252,2.603893649,2.585034942,2.586840273,Ritter
Ritter (39).jpg,0.904221066,0.877847432,0.907089056,0.872092482,0.853703537,0.877847432,0.854329841,0.872092482,0.476466304,0.460753845,0.480031919,0.456589405,0.446374995,0.460753845,0.449038513,0.456589405,0.901479596,0.864643431,0.913866889,0.866565578,0.806846663,0.864643431,0.832040113,0.866565578,2.064823824,2.17008142,2.034471935,2.186905192,2.275309459,2.17008142,2.246253382,2.186905192,Ritter
Ritter (4).jpg,0.864816138,0.831850979,0.855698383,0.832922262,0.821112063,0.831850979,0.811783307,0.832922262,0.344781645,0.324547379,0.338370832,0.325553152,0.31841129,0.324547379,0.312680092,0.325553152,0.904166252,0.878643795,0.903877661,0.876889088,0.860505297,0.878643795,0.860352062,0.876889088,2.458393333,2.568362831,2.477949265,2.570480816,2.622864386,2.568362831,2.636105086,2.570480816,Ritter
Ritter (40).jpg,0.905557127,0.887045303,0.91340456,0.875176237,0.850545709,0.887045303,0.859391513,0.875176237,0.360860994,0.350530646,0.364009182,0.342244565,0.330511622,0.350530646,0.33497065,0.342244565,0.938897039,0.924977727,0.954556125,0.915529053,0.869362273,0.924977727,0.90500634,0.915529053,2.43742807,2.518708009,2.387066782,2.568081648,2.678424703,2.518708009,2.621701244,2.568081648,Ritter
Ritter (41).jpg,0.899759504,0.876530882,0.907373289,0.871604083,0.839759312,0.876530882,0.855534328,0.871604083,0.375703693,0.361793204,0.380097925,0.359482312,0.341409828,0.361793204,0.351860269,0.359482312,0.927604262,0.906974826,0.947220818,0.912357072,0.850487212,0.906974826,0.895446675,0.912357072,2.407066953,2.504698694,2.352090308,2.515423219,2.659156633,2.504698694,2.565759507,2.515423219,Ritter
Ritter (42).jpg,0.900919062,0.879293617,0.908804323,0.872606718,0.843078348,0.879293617,0.854638229,0.872606718,0.37917485,0.36675258,0.383441038,0.363219738,0.346634162,0.36675258,0.355916926,0.363219738,0.929637607,0.904816729,0.945802705,0.910831382,0.850128209,0.904816729,0.884805622,0.910831382,2.391332904,2.485916489,2.338384479,2.501809861,2.639115239,2.485916489,2.559464356,2.501809861,Ritter
Ritter (43).jpg,0.894798906,0.870722846,0.905906352,0.867084463,0.837599894,0.870722846,0.852291741,0.867084463,0.372106517,0.358117152,0.375986869,0.355244723,0.342264702,0.358117152,0.345362935,0.355244723,0.925615734,0.898085382,0.941120116,0.904425692,0.842916256,0.898085382,0.879155991,0.904425692,2.462342931,2.56523431,2.400325446,2.574298644,2.702054218,2.56523431,2.629598859,2.574298644,Ritter
Ritter (44).jpg,0.896939077,0.875048401,0.912348771,0.870393819,0.83744501,0.875048401,0.861059292,0.870393819,0.422509499,0.408694749,0.43046376,0.405083322,0.388145116,0.408694749,0.39632216,0.405083322,0.905746994,0.88391363,0.936407738,0.880369327,0.806114412,0.88391363,0.874968049,0.880369327,2.279608766,2.372747501,2.20259146,2.386978227,2.519691042,2.372747501,2.425625651,2.386978227,Ritter
Ritter (45).jpg,0.898013041,0.877227018,0.923433158,0.878045756,0.837196012,0.877227018,0.874874954,0.878045756,0.352951245,0.340019969,0.367459134,0.341211507,0.318702354,0.340019969,0.33900477,0.341211507,0.938970074,0.929605233,0.967367191,0.92397332,0.87287679,0.929605233,0.935854965,0.92397332,2.482930462,2.572740859,2.345611103,2.571250661,2.739037029,2.572740859,2.569845066,2.571250661,Ritter
Ritter (46).jpg,0.875050458,0.846162429,0.880412655,0.84310924,0.811218592,0.846162429,0.81575578,0.84310924,0.343512879,0.327528819,0.346598518,0.327011762,0.309478834,0.327528819,0.314801068,0.327011762,0.916376013,0.887761532,0.931374871,0.897146311,0.834913111,0.887761532,0.862506783,0.897146311,2.5977725,2.712558645,2.556847866,2.711578695,2.850969062,2.712558645,2.808426484,2.711578695,Ritter
Ritter (47).jpg,0.887707706,0.85829699,0.88939925,0.854978736,0.829461996,0.85829699,0.829522262,0.854978736,0.362340954,0.342003106,0.359784806,0.340115699,0.329322461,0.342003106,0.325813151,0.340115699,0.913648815,0.885902332,0.926077627,0.889628067,0.834844255,0.885902332,0.856936363,0.889628067,2.485759115,2.613012074,2.474824271,2.623190131,2.729205565,2.613012074,2.71856069,2.623190131,Ritter
Ritter (48).jpg,0.911841523,0.88842761,0.917492928,0.885272782,0.859055495,0.88842761,0.865987927,0.885272782,0.413502164,0.399992386,0.415889959,0.398058425,0.384294515,0.399992386,0.38680392,0.398058425,0.929450809,0.90308035,0.946022062,0.911891771,0.848821424,0.90308035,0.888902744,0.911891771,2.285599845,2.38470644,2.240948813,2.390398708,2.51515599,2.38470644,2.451998013,2.390398708,Ritter
Ritter (49).jpg,0.893862955,0.870698803,0.900439927,0.865583002,0.837954246,0.870698803,0.842389277,0.865583002,0.365130732,0.353477054,0.368675189,0.35031857,0.336674491,0.353477054,0.340339048,0.35031857,0.931748884,0.911653002,0.945484512,0.911967805,0.861917965,0.911653002,0.89108978,0.911967805,2.504129043,2.598573991,2.457626301,2.613493342,2.740706933,2.598573991,2.692288277,2.613493342,Ritter
Ritter (5).jpg,0.860376022,0.839929404,0.867146861,0.840723434,0.814985773,0.839929404,0.821121649,0.840723434,0.330695977,0.319292527,0.333597843,0.319600205,0.30590204,0.319292527,0.308523214,0.319600205,0.931338806,0.915642998,0.941145298,0.917410635,0.885389386,0.915642998,0.905564106,0.917410635,2.54337232,2.622131613,2.512765786,2.619873885,2.720222961,2.622131613,2.685086206,2.619873885,Ritter
Ritter (50).jpg,0.898565653,0.87778835,0.921973815,0.874380399,0.837263281,0.87778835,0.873707063,0.874380399,0.427432772,0.414464629,0.441260794,0.41029865,0.391685774,0.414464629,0.410202336,0.41029865,0.913544889,0.891361362,0.944612142,0.89346576,0.82153278,0.891361362,0.887927475,0.89346576,2.299732864,2.388664733,2.176924254,2.39906749,2.557916433,2.388664733,2.395534456,2.39906749,Ritter
Ritter (6).jpg,0.887557247,0.865169815,0.884799416,0.865391412,0.849280903,0.865169815,0.846301942,0.865391412,0.397239323,0.383281675,0.393967046,0.38301631,0.373826632,0.383281675,0.369418274,0.38301631,0.921386624,0.896413478,0.917191498,0.890324512,0.871029629,0.896413478,0.872382352,0.890324512,2.282540879,2.378305374,2.300963634,2.379761531,2.433925248,2.378305374,2.453179812,2.379761531,Ritter
Ritter (7).jpg,0.892246086,0.864385655,0.880660777,0.865988492,0.858202156,0.864385655,0.834725217,0.865988492,0.375846785,0.358023113,0.36460873,0.358833799,0.35648224,0.358023113,0.335351161,0.358833799,0.922243999,0.9000935,0.926669427,0.901419353,0.872618239,0.9000935,0.882438179,0.901419353,2.40467457,2.517522047,2.442063446,2.51209612,2.549043438,2.517522047,2.628416646,2.51209612,Ritter
Ritter (8).jpg,0.891472017,0.853437652,0.889068512,0.864564137,0.829940635,0.853437652,0.830929564,0.864564137,0.365276971,0.339516489,0.360882255,0.347342928,0.327869383,0.339516489,0.324018239,0.347342928,0.925110443,0.893528188,0.927908365,0.901954524,0.860295782,0.893528188,0.876797487,0.901954524,2.393191206,2.537906891,2.386292598,2.499168427,2.639130675,2.537906891,2.605973572,2.499168427,Ritter
Ritter (9).jpg,0.893285041,0.863732144,0.890986161,0.86446324,0.842503804,0.863732144,0.839317867,0.86446324,0.36839117,0.351086445,0.365246422,0.351594949,0.340673769,0.351086445,0.335082541,0.351594949,0.950146523,0.935944758,0.9552528,0.934427243,0.91034573,0.935944758,0.923403511,0.934427243,2.376636414,2.490158679,2.377625206,2.488908772,2.577500642,2.490158679,2.57536545,2.488908772,Ritter
Tamara (1).jpg,0.908132939,0.885635132,0.924547873,0.892534652,0.85807258,0.885635132,0.88497425,0.892534652,0.407338806,0.396023723,0.416144587,0.398134092,0.382776897,0.396023723,0.395214541,0.398134092,0.975601884,0.96896299,0.980576692,0.968689479,0.953414766,0.96896299,0.966196164,0.968689479,2.256449879,2.345678973,2.194821613,2.328742337,2.447002383,2.345678973,2.361025083,2.328742337,Tamara
Tamara (10).jpg,0.932881253,0.92023137,0.951264691,0.92020037,0.890856603,0.92023137,0.92110688,0.92020037,0.436114647,0.427218374,0.445325801,0.427274398,0.410177222,0.427218374,0.424467703,0.427274398,0.97351717,0.968521854,0.982507716,0.966237827,0.943682073,0.968521854,0.966759593,0.966237827,2.019733786,2.07510989,1.928176399,2.077922763,2.208159756,2.07510989,2.075600811,2.077922763,Tamara
Tamara (11).jpg,0.923147652,0.909441889,0.941698993,0.911602047,0.877151173,0.909441889,0.912557262,0.911602047,0.45663303,0.447674633,0.465922335,0.448897158,0.428741094,0.447674633,0.446594784,0.448897158,0.962219103,0.95682508,0.9766405,0.954663225,0.924439445,0.95682508,0.958730563,0.954663225,2.007586687,2.062992401,1.916952025,2.055247385,2.200351968,2.062992401,2.053795273,2.055247385,Tamara
Tamara (12).jpg,0.924672428,0.910207337,0.945885543,0.911495264,0.880028402,0.910207337,0.913366821,0.911495264,0.437281152,0.427319192,0.446224708,0.428154497,0.411329026,0.427319192,0.424774498,0.428154497,0.96482009,0.957624574,0.97793843,0.957570171,0.930193152,0.957624574,0.959040188,0.957570171,2.086052074,2.143397758,1.979570658,2.142686182,2.27568549,2.143397758,2.133110963,2.142686182,Tamara
Tamara (13).jpg,0.908526083,0.888956319,0.923234498,0.893685834,0.864277326,0.888956319,0.882839125,0.893685834,0.414083177,0.402358228,0.420270794,0.404523607,0.389552821,0.402358228,0.394189542,0.404523607,0.958412589,0.949076855,0.966798146,0.948883732,0.927817795,0.949076855,0.942985027,0.948883732,2.199029624,2.278866938,2.142053246,2.266935118,2.378387591,2.278866938,2.315309007,2.266935118,Tamara
Tamara (14).jpg,0.926423547,0.912626508,0.943581013,0.912817614,0.883166652,0.912626508,0.914222251,0.912817614,0.505820105,0.498926222,0.511541919,0.498557531,0.486840826,0.498926222,0.49493711,0.498557531,0.973313934,0.966930124,0.98158567,0.966990082,0.94260641,0.966930124,0.965619878,0.966990082,1.956061466,2.013128481,1.873725849,2.010396105,2.131025919,2.013128481,2.007271888,2.010396105,Tamara
Tamara (15).jpg,0.904999421,0.892161922,0.920533957,0.885198382,0.859121373,0.892161922,0.882673538,0.885198382,0.409288746,0.39966191,0.415162227,0.397939511,0.384374952,0.39966191,0.392078592,0.397939511,0.966925193,0.959373978,0.972616955,0.957718077,0.941105562,0.959373978,0.954350355,0.957718077,2.272847847,2.337503922,2.21813424,2.355473768,2.456799686,2.337503922,2.380868438,2.355473768,Tamara
Tamara (16).jpg,0.918447368,0.901670986,0.931491045,0.905559853,0.877422797,0.901670986,0.8974548,0.905559853,0.464932467,0.455445636,0.467304053,0.454896944,0.445540592,0.455445636,0.446909485,0.454896944,0.970193397,0.963317255,0.979124855,0.965171234,0.942480068,0.963317255,0.963606492,0.965171234,2.037501513,2.106361336,1.984362661,2.09539379,2.200006783,2.106361336,2.132578732,2.09539379,Tamara
Tamara (17).jpg,0.880858301,0.863864124,0.897970028,0.865728671,0.841318264,0.863864124,0.859414037,0.865728671,0.397304156,0.389822571,0.403318414,0.388059311,0.379959683,0.389822571,0.383050738,0.388059311,0.962031667,0.954109451,0.969883389,0.955250272,0.935478891,0.954109451,0.950709537,0.955250272,2.348181622,2.410136221,2.293309172,2.409192666,2.496208736,2.410136221,2.440888742,2.409192666,Tamara
Tamara (18).jpg,0.871743006,0.856842499,0.884623123,0.855018145,0.832605018,0.856842499,0.846141838,0.855018145,0.390310387,0.382705593,0.395399324,0.38195639,0.373522648,0.382705593,0.375642254,0.38195639,0.962755717,0.957128921,0.96670514,0.954180716,0.938979958,0.957128921,0.949320235,0.954180716,2.344849242,2.402456751,2.314963631,2.409870783,2.489053948,2.402456751,2.454513277,2.409870783,Tamara
Tamara (19).jpg,0.876581365,0.853873673,0.884237186,0.85955872,0.835423005,0.853873673,0.845276838,0.85955872,0.391323785,0.38052383,0.393271981,0.382940244,0.37157157,0.38052383,0.374095728,0.382940244,0.963330702,0.954169506,0.967907222,0.952856938,0.93510775,0.954169506,0.948877027,0.952856938,2.40587291,2.485843319,2.381641289,2.475981091,2.566435296,2.485843319,2.522931403,2.475981091,Tamara
Tamara (2).jpg,0.91469177,0.891808325,0.924189996,0.891613628,0.866915833,0.891808325,0.878390439,0.891613628,0.412668211,0.400455343,0.416197997,0.399331642,0.388405685,0.400455343,0.39218043,0.399331642,0.972235189,0.963213311,0.976498404,0.961603516,0.944043269,0.963213311,0.953771091,0.961603516,2.179574908,2.273364792,2.145566557,2.281094879,2.371065781,2.273364792,2.33855465,2.281094879,Tamara
Tamara (20).jpg,0.869227705,0.854906831,0.880795143,0.852953483,0.823894902,0.854906831,0.847053406,0.852953483,0.341009593,0.333977205,0.347571941,0.333562491,0.319031488,0.333977205,0.331527843,0.333562491,0.95936438,0.951651826,0.962561775,0.950720215,0.934934688,0.951651826,0.945740567,0.950720215,2.581338073,2.639401768,2.541589904,2.646128232,2.749118946,2.639401768,2.675164126,2.646128232,Tamara
Tamara (21).jpg,0.88616316,0.871637573,0.901666255,0.873856203,0.84118629,0.871637573,0.869380153,0.873856203,0.399959305,0.391019424,0.405280938,0.392744145,0.377412267,0.391019424,0.386931508,0.392744145,0.932452784,0.924034601,0.95121341,0.924488117,0.882387266,0.924034601,0.926824947,0.924488117,2.352549784,2.408339847,2.281635938,2.399946519,2.523309478,2.408339847,2.419583116,2.399946519,Tamara
Tamara (22).jpg,0.885122291,0.870284715,0.89808867,0.875133265,0.841980122,0.870284715,0.864790359,0.875133265,0.404084388,0.395465916,0.408915983,0.398321853,0.381960224,0.395465916,0.38971089,0.398321853,0.933212566,0.923555672,0.94922731,0.926218108,0.885288613,0.923555672,0.924975456,0.926218108,2.342241984,2.400076068,2.287048032,2.382370453,2.509155498,2.400076068,2.422792663,2.382370453,Tamara
Tamara (23).jpg,0.879442209,0.864837253,0.908913318,0.873122995,0.827294805,0.864837253,0.876131495,0.873122995,0.385258792,0.378489191,0.39902775,0.381659491,0.362814049,0.378489191,0.381533802,0.381659491,0.963603934,0.957022151,0.971830742,0.958317165,0.938869844,0.957022151,0.956967113,0.958317165,2.300499512,2.35680637,2.214999118,2.337829013,2.465480606,2.35680637,2.347536395,2.337829013,Tamara
Tamara (24).jpg,0.895500304,0.878262981,0.914572719,0.88636289,0.84908986,0.878262981,0.884408976,0.88636289,0.40998961,0.400242227,0.416882051,0.404559442,0.389788808,0.400242227,0.400834003,0.404559442,0.967072593,0.958848639,0.97220002,0.960480418,0.943307983,0.958848639,0.956065294,0.960480418,2.229644194,2.300746434,2.172156625,2.27837003,2.39081596,2.300746434,2.301869365,2.27837003,Tamara
Tamara (25).jpg,0.872709471,0.85794338,0.897267504,0.863021695,0.828231613,0.85794338,0.864729281,0.863021695,0.397847395,0.391195918,0.407617627,0.392576355,0.378836965,0.391195918,0.391129782,0.392576355,0.962173062,0.954394605,0.96924443,0.956216032,0.937935026,0.954394605,0.953195519,0.956216032,2.298091539,2.356565262,2.234149638,2.346333993,2.447785665,2.356565262,2.361786993,2.346333993,Tamara
Tamara (26).jpg,0.882316108,0.870218757,0.908717677,0.870941935,0.842039137,0.870218757,0.879536852,0.870941935,0.423130328,0.416886282,0.433390789,0.416454787,0.405806617,0.416886282,0.417273962,0.416454787,0.965231541,0.958092617,0.971734635,0.956674564,0.941192685,0.958092617,0.958286456,0.956674564,2.196660624,2.246593332,2.124679563,2.251677335,2.340963032,2.246593332,2.243406504,2.251677335,Tamara
Tamara (27).jpg,0.885834786,0.866590087,0.897777184,0.873688131,0.845199643,0.866590087,0.864278477,0.873688131,0.404972922,0.395859783,0.410450473,0.398435197,0.384871644,0.395859783,0.394885932,0.398435197,0.962429373,0.954944733,0.97013302,0.955102752,0.93496165,0.954944733,0.954089235,0.955102752,2.333461799,2.403272847,2.28835109,2.384677708,2.486362981,2.403272847,2.417330329,2.384677708,Tamara
Tamara (28).jpg,0.889263915,0.867022035,0.882094142,0.857590462,0.84258443,0.867022035,0.835163045,0.857590462,0.389995829,0.375602014,0.382546161,0.373235195,0.367076018,0.375602014,0.356970647,0.373235195,0.954448615,0.936416547,0.949278713,0.934065145,0.922225162,0.936416547,0.915065908,0.934065145,2.395171191,2.492338541,2.434136148,2.516670513,2.564610589,2.492338541,2.61179322,2.516670513,Tamara
Tamara (29).jpg,0.800472042,0.785625102,0.811646189,0.786031363,0.767137711,0.785625102,0.779524434,0.786031363,0.31989836,0.314652935,0.322887744,0.314295715,0.308126941,0.314652935,0.309864507,0.314295715,0.940208431,0.933177257,0.947550422,0.931931054,0.915987679,0.933177257,0.927616611,0.931931054,2.712031324,2.758970495,2.691061735,2.760325112,2.815181595,2.758970495,2.794789542,2.760325112,Tamara
Tamara (3).jpg,0.920340725,0.90123125,0.933206201,0.903829784,0.875610753,0.90123125,0.895127582,0.903829784,0.439673189,0.427141817,0.443006914,0.429461288,0.416531521,0.427141817,0.420655306,0.429461288,0.958222017,0.949385742,0.970966633,0.947608766,0.913697637,0.949385742,0.947263157,0.947608766,2.223003828,2.303496083,2.151900288,2.293454674,2.428804075,2.303496083,2.324705215,2.293454674,Tamara
Tamara (30).jpg,0.88714741,0.868709712,0.899157581,0.867463322,0.848758746,0.868709712,0.861097318,0.867463322,0.452132008,0.441228196,0.451238187,0.441623149,0.435913106,0.441228196,0.431851343,0.441623149,0.958593715,0.949167029,0.965425699,0.94689139,0.925383508,0.949167029,0.942795305,0.94689139,2.197362002,2.267800586,2.16940323,2.273482106,2.342271434,2.267800586,2.311380986,2.273482106,Tamara
Tamara (31).jpg,0.877404304,0.855033889,0.891637219,0.862411666,0.830681188,0.855033889,0.851277126,0.862411666,0.356431863,0.345933938,0.363356676,0.348593642,0.333027634,0.345933938,0.341592301,0.348593642,0.955648198,0.946288131,0.964952096,0.946841534,0.922415351,0.946288131,0.944065926,0.946841534,2.512886532,2.589332105,2.454805727,2.574623704,2.688736602,2.589332105,2.613405839,2.574623704,Tamara
Tamara (32).jpg,0.861763269,0.842401097,0.878008675,0.849057988,0.820218579,0.842401097,0.840071043,0.849057988,0.342607661,0.333778844,0.34958,0.335664005,0.322963895,0.333778844,0.330886397,0.335664005,0.947294989,0.93959617,0.960849248,0.938721761,0.914124472,0.93959617,0.937899448,0.938721761,2.589661492,2.651699054,2.527084521,2.643516461,2.742701185,2.651699054,2.675832913,2.643516461,Tamara
Tamara (33).jpg,0.906945558,0.888439094,0.915547757,0.888838981,0.866800045,0.888439094,0.882332858,0.888838981,0.433619937,0.42241658,0.436107959,0.423850946,0.411362006,0.42241658,0.416432054,0.423850946,0.96415671,0.95568892,0.972467704,0.955485873,0.934412519,0.95568892,0.953389528,0.955485873,2.089982219,2.166852937,2.061282146,2.161010018,2.24662805,2.166852937,2.196629127,2.161010018,Tamara
Tamara (34).jpg,0.906226242,0.886940542,0.915731072,0.887913235,0.865067293,0.886940542,0.880306726,0.887913235,0.429472322,0.41684288,0.432596929,0.418559873,0.40582446,0.41684288,0.410980192,0.418559873,0.963832928,0.955347312,0.971010806,0.95366677,0.93316597,0.955347312,0.951831919,0.95366677,2.109341244,2.190233933,2.077442289,2.185941636,2.272147636,2.190233933,2.221397094,2.185941636,Tamara
Tamara (35).jpg,0.868383006,0.851475742,0.89206126,0.852540678,0.832733311,0.851475742,0.854249769,0.852540678,0.40406073,0.394819007,0.41012226,0.395415156,0.390474363,0.394819007,0.390766789,0.395415156,0.952715443,0.945782899,0.967087763,0.944308313,0.926164159,0.945782899,0.94739583,0.944308313,2.333327835,2.396421546,2.260104814,2.394353829,2.460294894,2.396421546,2.403019329,2.394353829,Tamara
Tamara (36).jpg,0.879424455,0.860801387,0.893667795,0.858319916,0.838635127,0.860801387,0.855455633,0.858319916,0.424751845,0.414548046,0.425699335,0.413366423,0.407977366,0.414548046,0.404849791,0.413366423,0.947538387,0.937529014,0.961352531,0.934464529,0.90907023,0.937529014,0.937556013,0.934464529,2.300764453,2.371294526,2.248536525,2.380123293,2.450396712,2.371294526,2.397687788,2.380123293,Tamara
Tamara (37).jpg,0.875828384,0.857968118,0.894211824,0.861177929,0.837546964,0.857968118,0.859071289,0.861177929,0.402895961,0.393442821,0.407650994,0.393801725,0.387370984,0.393442821,0.389406893,0.393801725,0.955754679,0.947170532,0.965304168,0.947124366,0.930791768,0.947170532,0.945971618,0.947124366,2.323541262,2.393766742,2.271431013,2.386106439,2.459790747,2.393766742,2.406703775,2.386106439,Tamara
Tamara (38).jpg,0.87698812,0.861907178,0.896116233,0.860134311,0.838979011,0.861907178,0.861562967,0.860134311,0.404503405,0.397656212,0.412442766,0.397072878,0.389423812,0.397656212,0.395030761,0.397072878,0.960349335,0.952532192,0.968405038,0.952166395,0.934535204,0.952532192,0.949818479,0.952166395,2.284072994,2.342831872,2.228621443,2.344981425,2.418692047,2.342831872,2.362297774,2.344981425,Tamara
Tamara (39).jpg,0.850347867,0.837321484,0.863200457,0.837452189,0.814355544,0.837321484,0.835614531,0.837452189,0.383990937,0.378378754,0.389262272,0.378253661,0.369316786,0.378378754,0.3761596,0.378253661,0.952973501,0.945890223,0.959265602,0.944883649,0.927385034,0.945890223,0.94224666,0.944883649,2.42041743,2.469178722,2.386685805,2.468784768,2.541792053,2.469178722,2.488828712,2.468784768,Tamara
Tamara (4).jpg,0.93038878,0.912406225,0.944069882,0.916082467,0.886829992,0.912406225,0.911337973,0.916082467,0.436188366,0.423333982,0.442138346,0.425605486,0.408808277,0.423333982,0.418365866,0.425605486,0.964967854,0.957516515,0.976830992,0.956515887,0.928681517,0.957516515,0.957610096,0.956515887,2.053609238,2.131819849,1.979845036,2.118353795,2.250215651,2.131819849,2.13600153,2.118353795,Tamara
Tamara (40).jpg,0.906103281,0.89244457,0.923928179,0.887709948,0.860638057,0.89244457,0.887057219,0.887709948,0.396986155,0.387098865,0.405209084,0.385689401,0.371957912,0.387098865,0.382180165,0.385689401,0.970555427,0.963571488,0.976228517,0.964094789,0.946965055,0.963571488,0.959895022,0.964094789,2.293693828,2.360068006,2.226584809,2.367778264,2.478942042,2.360068006,2.389789776,2.367778264,Tamara
Tamara (41).jpg,0.921035491,0.908565696,0.941980518,0.908473425,0.874132141,0.908565696,0.912064878,0.908473425,0.413994988,0.406074442,0.423315863,0.406839775,0.391686571,0.406074442,0.40569756,0.406839775,0.974289055,0.967136313,0.981237915,0.968860899,0.950910178,0.967136313,0.966372077,0.968860899,2.189082736,2.25176467,2.095060027,2.248101951,2.380010724,2.25176467,2.243941417,2.248101951,Tamara
Tamara (42).jpg,0.914202539,0.899584431,0.933427296,0.899917576,0.867850045,0.899584431,0.902780022,0.899917576,0.406167217,0.397404487,0.413987417,0.39761043,0.384315456,0.397404487,0.396554742,0.39761043,0.972583962,0.964388551,0.977654321,0.965138381,0.946863178,0.964388551,0.959967593,0.965138381,2.212064598,2.28325051,2.138105286,2.281632516,2.404943563,2.28325051,2.286094839,2.281632516,Tamara
Tamara (43).jpg,0.907853223,0.894136127,0.931175318,0.89390726,0.863173346,0.894136127,0.900396685,0.89390726,0.415386609,0.406903633,0.424714069,0.407138485,0.395111055,0.406903633,0.406709815,0.407138485,0.969337187,0.960526964,0.975924412,0.962863243,0.943971153,0.960526964,0.959455325,0.962863243,2.208865945,2.276028392,2.124352365,2.273372493,2.392361176,2.276028392,2.266836705,2.273372493,Tamara
Tamara (44).jpg,0.89636659,0.882123541,0.925953132,0.884039176,0.850969815,0.882123541,0.892995011,0.884039176,0.383212554,0.374469445,0.395331095,0.37606966,0.362325636,0.374469445,0.376124818,0.37606966,0.965227839,0.958051785,0.973892048,0.956888766,0.940970996,0.958051785,0.957272029,0.956888766,2.332016522,2.397144327,2.228032609,2.39504489,2.507706728,2.397144327,2.379285713,2.39504489,Tamara
Tamara (45).jpg,0.91832916,0.902187875,0.938811371,0.90425175,0.873829584,0.902187875,0.904881536,0.90425175,0.401950493,0.391451822,0.410615621,0.39288632,0.379167222,0.391451822,0.389945567,0.39288632,0.972366813,0.964716921,0.979433378,0.966641083,0.949643432,0.964716921,0.962483996,0.966641083,2.217963404,2.294123818,2.130564725,2.282324686,2.400627429,2.294123818,2.294592716,2.282324686,Tamara
Tamara (46).jpg,0.910683476,0.895479293,0.934775938,0.896167663,0.864804752,0.895479293,0.901558853,0.896167663,0.407305604,0.396919259,0.416808473,0.39774573,0.383772821,0.396919259,0.396010914,0.39774573,0.970026328,0.962445053,0.97864182,0.963520894,0.946295707,0.962445053,0.962479756,0.963520894,2.280450533,2.352414822,2.179244423,2.348386869,2.464489329,2.352414822,2.338332228,2.348386869,Tamara
Tamara (47).jpg,0.914194578,0.897722407,0.934798011,0.900052518,0.86859774,0.897722407,0.901904981,0.900052518,0.402767651,0.392159898,0.41128452,0.394040438,0.379511715,0.392159898,0.391517585,0.394040438,0.971014813,0.963314159,0.978732317,0.964749604,0.946937866,0.963314159,0.962426168,0.964749604,2.256763306,2.33427927,2.169971466,2.324718532,2.445605703,2.33427927,2.328200023,2.324718532,Tamara
Tamara (48).jpg,0.907129146,0.888632656,0.927341941,0.892845214,0.860842867,0.888632656,0.888271767,0.892845214,0.421728069,0.412430797,0.431147384,0.413091144,0.398644746,0.412430797,0.41007563,0.413091144,0.972864177,0.967706187,0.980861493,0.965679421,0.948180294,0.967706187,0.965123547,0.965679421,2.218909676,2.292831949,2.140699352,2.284917672,2.404961175,2.292831949,2.308196777,2.284917672,Tamara
Tamara (49).jpg,0.911553743,0.888686801,0.927748307,0.896948864,0.862508389,0.888686801,0.886786225,0.896948864,0.422479107,0.411532578,0.430232551,0.412739305,0.397869807,0.411532578,0.408989119,0.412739305,0.9734006,0.967955782,0.980736783,0.965751645,0.94803233,0.967955782,0.9645632,0.965751645,2.206090369,2.288785101,2.139958482,2.27768606,2.397636243,2.288785101,2.312020384,2.27768606,Tamara
